,track_name,artist_name
6720,Ando Meio Desligado,Pato Fu
6721,Fallin',Alicia Keys
6722,Reggae Do Manero,Raimundos
6723,I'M A Slave 4 U,Britney Spears
6724,Love Don'T Coast A Thing,Jennifer Lopez
6725,O Amor Não Deixa,Wanessa Camargo
6726,Amor De Carnaval,Bruno & Marrone
6727,O Amor Faz,Sandy & Junior
6728,Apenas Mais Uma De Amor,ulu Santos
6729,Nosso Xote,Bicho de Pé
6730,Xote Dos Milagres,Falamansa
6731,Crying At The Discotheque,Alcazar
6732,Nothing'S Gonna Change My Love For You,Richard Lugo & SNZ
6733,Eu Contra A Noite,Kid Abelha
6734,Por Que Será?,Tihuana
6735,Tua Cara,Vavá
6736,Breathe,Faith Hill
6737,O Amor E Eu,Rick & Renner
6738,Estou Em Suas Mãos,KLB
6739,Cerol Na Mão/Entra E Sai,onde do Tigrão
6740,Don'T Tell Me,Madonna
6741,I'M Real,Jennifer Lopez featuring Ja Rule
6742,Fica Comigo,Tino
6743,"Whenever, Wherever",Shakira
6744,Seus Beijos,Daniel
6745,Eternamente,Belo
6746,Quando O Sol Bater Na Janela Do Teu Quarto,Legião Urbana
6747,Necessidade,Alexandre Pires
6748,Milk And Toast And Honey,Roxette
6749,Jaded,Aerosmith
6750,What It Feels Like For A Girl,adonna
6751,Tá Na Cara,Marlon & Maicon
6752,O Baile Todo,Bonde do Tigrão
6753,Dança Da Motinha,MC Beth
6754,Mais Um Na Multidão,Erasmo Carlos & Marisa Monte
6755,Quando O Coração Se Apaixona,Daniel
6756,Só Seu Amor Não Vai Embora,Daniel
6757,Groovejet (If This Ain'T Love),Spiller
6758,Never Too Far,Mariah Carey
6759,A Lenda,Sandy & Junior
6760,Frio Da Solidão,Chitãozinho & Xororó com Roupa Nova
6761,You Rock My World,Michael Jackson
6762,Todas As Coisas Do Mundo,Leonardo
6763,Primavera (Vai Chuva),Maurício Manieri
6764,Pra Você Eu Digo Sim,Rita Lee
6765,Beijando,amação
6766,Minha Galera,Baião de 4
6767,Paisagem De Amor,Fernanda Abreu
6768,Me Gusta Tu,Manu Chao
6769,Stutter,Joe featuring Mystikal
6770,Múmias,Biquini Cavadão & Renato Russo
6771,Um Dia Pra Nós Dois,Os Travessos
6772,Hanging By A Moment,Lifehouse
6773,Clint Eastwood,Gorillaz
6774,Idem,Pixote
6775,Advinha,Os Travessos
6776,Follow Me,Uncle Kracker
6777,A Sua,Marisa Monte
6778,Tapinha,C Naldinho & Bella
6779,Apaixonada Por Você,Wanessa Camargo
6780,More Than That,Backstreet Boys
6781,Se A Gente Se Entender,Angélica
6782,Drowning,Backstreet Boys
6783,Who Let The Dogs Out,Baha Men
6784,Uma Noite,Tihuana
6785,How You Remind Me,Nickelback
6786,Pop,NSync
6787,O Mapa Da Mina,Rumbora
6788,Fim De Semana (É Isso Que A Gente Quer),Nocaute
6789,Crendice,Carlinhos Brown
6790,He Loves U Not,Dream
6791,More Than Words,Westlife
6792,Dias Melhores,Jota Quest
6793,Por Que Tem Que Ser Assim, LB
6794,Planeta Dominado,SD Boyz
6795,Olha Pra Mim,Cleiton & Camargo
6796,Fica,Skank
6797,Assim Que Se Faz,Luciana Mello
6798,Eu,Pato Fu
6799,Fim De Noite,Adryana & A Rapaziada
6800,Love Never Fails,Sandy & Junior
6801,Festa,Ivete Sangalo
6802,In The End,Linkin Park
6803,Anjo,Kelly Key
6804,Can'T Get You Out Of My Mind,Kylie Minogue
6805,Epitáfio,Titãs
6806,Carla,LS Jack
6807,Wherever You Will Go,The Calling
6808,Complicated,Avril Lavigne
6809,Ragatanga (Asereje),Rouge & Las Ketchup
6810,Distância,s Travessos
6811,Murder On The Dancefloor,Sophie Ellis-Bextor
6812,Something,Lasgo
6813,Que Nem Maré,Jorge Vercilo
6814,Without Me,Eminem
6815,How You Remind Me,Nickelback
6816,Tanta Saudade,Wanessa Camargo
6817,Baba,Kelly Key
6818,Mutante,Daniela Mercury
6819,O Grande Amor Da Minha Vida É Você (Convite De Casamento),Vavá
6820,A Ferro E Fogo,Zezé Di Camargo & Luciano
6821,Vida Minha,Daniel
6822,"O Mundo É Bão, Sebastião",Titãs
6823,Te Amo Demais,Leonardo
6824,Dias Iguais,Luiza Possi
6825,Ain'T It Funny,Jennifer Lopez
6826,Underneath Your Clothes,Shakira
6827,Quando Você Passa,Sandy & Junior
6828,"Whenever, Wherever",hakira
6829,Só Pensando Em Você,Rick & Renner
6830,Clima De Rodeio,Dallas Company
6831,Te Amar Ainda Mais,KLB
6832,Noite Do Prazer,Claudio Zoli
6833,Coração Radiante,Grupo Revelação
6834,Chase The Sun,Planet Funk
6835,My Lover'S Gone,Dido
6836,Cachorrinho,Kelly Key
6837,Toque De Mágica,Pedro & Thiago
6838,Hero,Chad Kroeger featuring Josey Scott
6839,Te Busquei Nas Avenidas,érgio & Tchelo
6840,A Cada Dez Palavras,KLB
6841,Deixa A Vida Me Levar,Zeca Pagodinho
6842,Já Sei Namorar,Tribalistas
6843,Necessidade ,Alexandre Pires
6844,All For Love (A Miragem),Michael Bolton
6845,Por Enquanto (Ao Vivo),Cássia Eller
6846,Hands Clean,Alanis Morissette
6847,"Te Peço, Fica Comigo",Marlon & Maicon
6848,Final Feliz,Só Pra Contrariar & Caetano Veloso
6849,Asas,Maskavo
6850,Rapture (Tastes So Sweet),io
6851,There Must Be An Angel,No Angels
6852,Som E Imagem,Guilherme & Santiago
6853,The Game Of Love,Santana featuring Michelle Branch
6854,Inconseqüente,Os Travessos
6855,(I Didn'T Know I Was) Looking For Love,Mariana Kupfer
6856,À Sua Maneira, Capital Inicial
6857,19-2000,Gorillaz
6858,"Me, Myself & I",JIVEjones
6859,Canção Noturna (Ao Vivo),Skank
6860,My Sacrifice,Creed
6861,Bijuteria,Bruno & Marrone
6862,Green Hair (Japa Girl),Supla
6863, Die Another Day,Madonna
6864,Agora Vai,Bruno & Marrone
6865,Tô Por Aí,ionegro & Solimões
6866,Alimenta Meu Sonho,Refla
6867,Grades Do Coração,Grupo Revelação
6868,É Por Amor,Alexandre Pires
6869,Pra Sempre Em Mim (You Needed Me),Zezé Di Camargo & Luciano
6870,Eu Quero Ser O Seu Amor,Wanessa Camargo
6871,A Thousand Miles,Vanessa Carlton
6872,Mexe A Lomba Lomba,Cecéu Muniz
6873,Abrigo,Belo
6874,Tá Doendo Demais Essa Saudade,Art Popular
6875,Speranza,Laura Pausini
6876,Mutirão De Amor,Jorge Aragão & Zeca Pagodinho
6877,Hero,Enrique Iglesias
6878,Girassol (Acústico),idade Negra
6879,Hey Baby,No Doubt featuring Bounty Killer
6880,Girlfriend,NSync featuring Nelly
6881,Se Eu Pudesse,SNZ
6882,Usted,Bruno & Marrone
6883, The Zephyr Song,Red Hot Chili Peppers
6884,Emotion,Destiny's Child
6885,Get The Party Started,Pink
6886,Hold You,ATB
6887,O Calibre,Os Paralamas do Sucesso
6888,Sufocado (Drowning),Zezé Di Camargo & Luciano
6889,Tá Na Cara,Marlon & Maicon
6890,Onde Está O Meu Amor,RPM
6891,Rezo,Marlon & Maicon
6892,Desert Rose,Sting featuring Chebbi Mama
6893,É Melhor Assim,edro & Thiago
6894,A Musa Das Minhas Canções,Alexandre Pires
6895,Se Quer Saber,Maurício Manieri
6896,Fica,Skank
6897,Tanto (Ao Vivo),Skank
6898,By The Way,Red Hot Chili Peppers
6899,Juventude,Adryana & A Rapaziada
6900,Tô Nem Aí,Luka
6901,Velha Infância,Tribalistas
6902,Dilemma,Nelly featuring Kelly Rowland
6903,Dois Rios,Skank
6904,Amor Maior,Jota Quest
6905,Ligação Urbana,Bruno & Marrone
6906,Sexed Up,Robbie Williams
6907,I Want You,Thalia featuring Fat Joe
6908,Pra Mudar A Minha Vida,Zezé Di Camargo & Luciano
6909,Mais Uma Vez,Renato Russo
6910,Por Causa De Você,KLB
6911,Bring Me To Life,vanescence featuring Paul McCoy
6912,Coisas De Casal,Alex Cohen
6913,Adoleta,Kelly Key
6914,Sk8Ter Boi,Avril Lavigne
6915,Jenny From The Block,Jennifer Lopez featuring Jadakiss & Styles
6916, Monalisa,Jorge Vercilo
6917,Preciso De Um Tempo,Zezé Di Camargo & Luciano
6918,Já Sei Namorar,Tribalistas
6919,Brilha La Luna,Rouge
6920,Lágrimas E Chuva (Versão Acústica),Kid Abelha
6921,Vem Me Amar,Alexandre Pires
6922,Vai Dar Namoro,Bruno & Marrone
6923,Pra Onde Você For,Pedro & Thiago
6924,I'M With You,Avril Lavigne
6925,Encanto,Sandy & Junior
6926, Minha Fantasia,Só Pra Contrariar
6927,Cai Fora,Babado Novo
6928,Opções,Os Mulekes
6929,Vivir Sin Aire,aná
6930,De Volta Pra Mim,Vanessa Jackson
6931,Prometida (Guararê),Br'oz
6932,Unwell,matchbox twenty
6933,Somewhere I Belong,Linkin Park
6934,Só Dessa Vez,KLB
6935,Sorte Grande,Ivete Sangalo
6936,Alô,Os Travessos
6937,Tua Sombra Em Meu Caminho,Leonardo
6938,Crazy In Love,Beyoncé featuring Jay-Z
6939,Como É Grande O Meu Amor Por Você,Sandy & Junior
6940,Égua Pocotó,C Serginho
6941,All The Things She Said,t.A.T.u.
6942,Encontro Das Águas,Jorge Aragão & Jorge Vercilo
6943,A Luz Que Acende O Olhar,Deborah Blando
6944,A Malvada,Leonardo
6945,I'M Glad,Jennifer Lopez
6946,Do I Have To Cry For,Nick Carter
6947,Quero Te Encontrar,Kid Abelha
6948,Don'T Stop Dancing,Creed
6949,American Life,Madonna
6950,Evidências,Daniel
6951,A Estrada (Versão Acústica),idade Negra
6952,"Dá-Me, Dá-Me (Dame Dame)",Daniel
6953,Homem-Aranha,Jorge Vercilo
6954,Só Por Uma Noite,Charlie Brown Jr.
6955,Like A Stone,Audioslave
6956,A Festa,Maria Rita
6957,A Cada Dez Palavras,KLB
6958,Pra Sempre,Roberto Carlos
6959,Não Olhe Assim,KLB
6960,Eu Sem Você,Rick & Renner
6961,Pago Pra Ver,Zeca Pagodinho
6962,Sugar,Marina Lima & Alvin L.
6963,Quatro Semanas De Amor,Pedro & Thiago 
6964,Amor E Sexo,Rita Lee
6965,Cruz Em Credo Ave-Maria,Bruno & Marrone
6966,Me Against The Music,ritney Spears featuring Madonna
6967,Quando O Sol Se For,Detonautas
6968,Pra Ser Feliz,Gustavo Lins
6969,Gotta Get Thru This,Daniel Bedingfield
6970,Nada É Por Acaso (Ao Vivo),Sandy & Junior
6971,Elevador (Livro Do Esquecimento),Ana Carolina
6972,Beautiful,Christina Aguilera
6973,Você Vai Se Arrepender,Mailon & Maicon
6974,Papo Reto,Charlie Brown Jr.
6975,Retrato De Um Playboy - Parte Ii,Gabriel O Pensador
6976,Fullgás (Versão Acústica), Marina Lima
6977,Why Don'T You And I,Santana featuring Chad Kroeger or Alex Band
6978,"Bum, Bum, Bum",Alexandre Pires
6979,Brincadeira Tem Hora,eonardo
6980,Deixa Disso,Felipe Dylon
6981,Sem Querer,Wanessa Camargo
6982,Tem Que Valer,Kaleidoscópio
6983,Já É,Lulu Santos
6984,Você Não Me Ensinou A Te Esquecer,Caetano Veloso
6985,Um Amor Assim,Orlando Morais
6986,Máscara,Pitty
6987,On The Horizon,Melanie C
6988,Lágrimas Demais,Ritchie
6989,Vícios & Virtudes,Charlie Brown Jr.
6990,Sem Radar,LS Jack
6991,Deixa De Banca,Raça Negra & Reginaldo Rossi
6992,O Mundo É De Nós Dois,Alcione
6993,Explosão,Tchaka Bum
6994,Complicated,vril Lavigne
6995,Meu Plano,Daniela Mercury
6996,Eu Preciso Te Tirar Do Sério,Frejat
6997,Um Anjo Veio Me Falar,Rouge
6998,Sing For The Moment,Eminem
6999,Eu Sei Que Te Perdi,Leonardo
7000,Vou Deixar,Skank
7001,Nosso Amor É Ouro,Zezé Di Camargo & Luciano
7002,Hey Ya!,OutKast
7003,Equalize,Pitty
7004,Shut Up,Black Eyed Peas
7005,Flor Do Reggae,ete Sangalo
7006,Amanhã Não Se Sabe,LS Jack
7007,Pra Sempre,Zezé Di Camargo & Luciano
7008,Faz Tempo,Ivete Sangalo
7009,Sorte Grande,Ivete Sangalo
7010,The Reason,Hoobastak
7011,Fantasias,Leonardo
7012,Enquanto Houver Sol,itãs
7013,Será,Bruno & Marrone
7014,Você Pra Sempre (Inveja),Sandy & Junior
7015,Behind Blue Eyes,Limp Bizkit
7016,Musa De Verão,Felipe Dylon
7017,Você Me Vira A Cabeça (Ao Vivo),Alcione
7018,My Immortal,Evanescence
7019,Where Is The Love,Black Eyed Peas featuring Justin Timberlake
7020,This Love,Maroon5
7021,Encostar Na Tua,Ana Carolina
7022,Eu Sei Que Te Perdi,Leonardo
7023,Breaking The Habit,Linkin Park
7024,Talvez (Ao Vivo),Grupo Revelação
7025,Shortinho Saint-Tropez,Bokaloka
7026,"Bum, Bum, Bum",Alexandre Pires
7027,Jogado Na Rua,Daniel
7028,It'S My Life,No Doubt
7029,Me Engana Que Eu Gosto,Wanessa Camargo
7030,Vamos Fugir,kank
7031,Porta-Retrato,Edson & Hudson
7032,Deixa,Bruno & Marrone
7033,Toxic ,Britney Spears
7034,Vem Pra Minha Vida,Br'oz
7035,Do Seu Lado,Jota Quest
7036,Prometida (Guararê),Br'oz
7037,Te Amar Foi Ilusão,Bruno & Marrone
7038,A Ilha,KLB
7039,Amor E Sexo,Rita Lee
7040,Numb,Linkin Park
7041,Universo Paralelo,Vinny
7042,Sinônimos,hitãozinho & Xororó / Zé Ramalho
7043,Vai Dar Namoro,Bruno & Marrone
7044,My Place,Nelly featuring Jaheim
7045,My Band,D12 featuring Eminem
7046,Porta Aberta,Luka
7047,Como Eu Quero (Acústico),Kid Abelha
7048,Eternamente Feliz,Art Popular
7049,Just Lose It,Eminem
7050,Don'T Tell Me,Avril Lavigne
7051,Perdi Você,Guilherme & Santiago
7052,Vem Cair Na Zueira,Rouge
7053,A Canção E O Vento,orge Aragão
7054,You Don'T Know My Name,Alicia Keys
7055,Provas De Amor,Titãs
7056,Não Olhe Pra Trás,Capital Inicial
7057,Não Olhe Assim,KLB
7058,Blá Blá Blá,Rouge
7059,Sem Você,Rouge
7060,Chuvas De Verão (Ao Vivo),KLB
7061,Lucidez,Fundo de Quintal & Jorge Aragão
7062,Horizonte De Emoção,Grupo Revelação
7063,Vertigo,U2
7064,Evidências,Daniel
7065,Fico Assim Sem Você,Adriana Partimpim
7066,Encanto,Sandy & Junior
7067,Apaixonado (Imbranato),Hugo & Tiago
7068,Poesia E Paixão,iah
7069,Our Lives,The Calling
7070,Going Under,Evanescence
7071,Let'S Get It Started/Let'S Get Retarded,Black Eyed Peas
7072,Uns Dias,Os Paralamas do Sucesso & Frejat
7073,Neurótico,Vinimax
7074,Perto De Deus,Cidade Negra
7075,Vícios & Virtudes,Charlie Brown Jr.
7076,Eu Mereço,Rick & Renner
7077,Metade De Mim,Wanessa Camargo
7078,Luz Das Estrelas,Belo
7079,Amiga De Trabalho,Vavá
7080,Meu Sossego,LS Jack
7081,Ela É Jogo Duro,ó Pra Contrariar
7082,Pra Sempre,Roberto Carlos
7083,Amores Imperfeitos,Skank
7084,É Você,Tribalistas
7085,Como Você,Martinho da Vila
7086,Não Se Sinta Só,Os TRavessos
7087,Me Against The Music,Britney Spears featuring Madonna
7088,I Know What You Want,Busta Rhymes featuring Mariah Carey
7089,História Combinada,Pique Novo
7090,Quero Acender Teu Fogo,Leonardo
7091,O Penetra,Zeca Pagodinho
7092,Samba Makossa,Charlie Brown Jr & Marcelo D2
7093,Tomada,É o Tchan!
7094,Broken,Seether featuring Amy Lee
7095,Não Uso Sapato,Charlie Brown Jr.
7096,Everytime,Britney Spears
7097,Dogão É Mau,ogão 
7098,Desperdiçou,Sandy & Junior
7099,Todo Mundo Quer Cuidar De Mim,Brava
7100,My Boo,Usher & Alicia Keys
7101,Eu Amo,Zezé Di Camargo & Luciano
7102,Quer Casar Comigo?,Bruno & Marrone
7103,Fui Eu,Zezé Di Camargo & Luciano
7104,Boulevard Of Broken Dreams,Green Day
7105,Choram As Rosas,uno & Marrone
7106,Você Sempre Será,Marjorie Estiano
7107,Como Vai Você,Zezé Di Camargo & Luciano ft Antonio Marco
7108,Um Minuto Para O Fim Do Mundo,CPM 22
7109,Lonely,Akon
7110,Cadê Meu Amor?,Zeca Pagodinho
7111,Céu Da Boca,Ivete Sangalo & Gilberto Gil
7112,Festa No Apê,atino
7113,We Belong Together,Mariah Carey
7114,C.B. Sangue Bom (Acústico),Marcelo D2
7115,Um Mais Um,Skank
7116,É Amor Demais,Edson & Hudson
7117,Vamos Fugir,Skank
7118,Doce Desejo,Babado Novo
7119,Irresistível,CPM 22
7120,Candy Shop,50 Cent ft Olivia
7121,Speed Of Sound,Coldplay
7122,Incomplete,Backstreet Boys
7123,Numb/Encore,Jay-Z/Linkin Park
7124,She Will Be Loved,Maroon5
7125,Inevitável (Ao Vivo),Bruno & Marrone
7126,Uma Vez Mais,Ivo Pessoa
7127,Don'T Phunk With My Heart,The Black Eyed Peas
7128,A Desconhecida,Leonardo
7129,A Ilha,KLB
7130,O Amor Que Eu Sempre Quis,evada Louca & Belo ou Belo & Paulinha
7131,Na Frente Do Reto,O Rappa
7132,Don'T Lie,The Black Eyed Peas
7133,Meu Ébano,Alcione
7134,Wake Me Up When September Ends,Green Day
7135,Poligamia,Kid Abelha
7136,Other Side Of The World,KT Tunstall
7137,Shut Up!,Simple Plan
7138,Coração,Rapazolla
7139,Abalou,Ivete Sangalo
7140,Os Amantes,Daniel
7141,Magia E Mistério,Guilherme & Santiago
7142,Senhorita,otirô
7143, Get Right,Jennifer Lopez
7144,Hollaback Girl,Gwen Stefani
7145,Car Wash,Christina Aguilera ft Missy Elliott
7146,Duvido (Ao Vivo),Bokaloka
7147,Hung Up,Madonna
7148,100% Você,Chiclete com Banana
7149,Apaixonado (Imbranato),ugo & Thiago
7150,"Amor, Amor",Wanessa Camargo
7151,A Volta,Roberto Carlos
7152,"Vem, Habib (Wala Wala)",ouge
7153,"Mulheres São De Vênus, Os Homens São De Marte",ihuana
7154,Anacrônico,Pitty
7155,Homem Carente,Rick & Renner
7156,Missing,Evanescence
7157,Não Me Conte Seus Problemas,Banda Eva ft Ivete Sangalo
7158,Peito Aberto,Kid Abelha
7159,Foi,Zezé Di Camargo & Luciano
7160,Bebedeira,Rick & Renner
7161,Desatino,Daniel
7162,Se,Fábio Jr.
7163,Tira Ela De Mim,Alexandre Pires
7164,Gasolina,Daddy Yankee
7165,Tantas Palavras,Marlon & Maicon ft Robin Gibb
7166,Sere Nere,Tiziano Ferro ft Liah
7167,Um Anjo,KLB
7168,Já Tentei,xaltasamba
7169,Codinome Beija-Flor (Ao Vivo),Barão Vermelho ft Cazuza
7170,Escuta Aí Rapaz,Kelly Key
7171,Me Chama De Amor,Babado Novo
7172,Nua,Ana Carolina
7173,Se Ainda Existe Amor,Leonardo
7174,Ao Sentir O Amor,Alexandre Pires ft Fat Family
7175,Lutar Pelo Que É Meu,Charlie Brown Jr.
7176,Eu Quero Sempre Mais,Ira! ft Pitty
7177,Lose My Breath,Destiny's Child
7178,Vertigo,U2
7179,Breaking The Habit,Linkin Park
7180,Pareço Um Menino,Leonardo
7181,Just Lose It,Eminem
7182,Nobody'S Home,Avril Lavigne
7183,Além Das Ondas,Cidade Negra
7184,Vida Real,Engenheiros do Hawaii
7185,1967 (Ao Vivo),Marcelo D2
7186,Sunday Morning,Maroon5
7187,Lose Control,Missy Elliott ft Ciara & Fat Man Scoop
7188,Sistema Bruto,Chitãozinho & Xororó
7189,"Ai, Ai, Ai... (Deep Lick Radio Mix)",Vanessa da Mata
7190,Por Que Choras?,Bruno & Marrone ft Joelma/Banda Calypso
7191,La Tortura,Shakira ft Alejandro Sanz
7192,Renata,Tihuana
7193,Além Do Horizonte,Jota Quest
7194,Vossa Excelência,Titãs
7195,Respirar Você,Capital Inicial
7196,Hey Ho,Tragedie
7197,A Lua Me Traiu,Banda Calypso
7198,Sou A Barbie Girl,Kelly Key
7199,"1, 2 Step",Ciara
7200,Don'T Cha,The Pussycat Dolls featuring Busta Rhymes
7201,É Isso Aí,Ana Carolina & Seu Jorge
7202,Me Namora,Edu Ribeiro & Cativeiro
7203,"Ai, Ai, Ai... (Deep Lick Radio Mix)",Vanessa da Mata
7204,Hips Don'T Lie,Shakira featuring Wyclef Jean
7205,Ela Só Pensa Em Beijar (Se Ela Dança Eu Danço),Leozinho
7206,Não Resisto A Nós Dois,Wanessa Camargo
7207,Quando A Chuva Passar,Ivete Sangalo
7208,Don'T Forget About Us,Mariah Carey
7209,Pump It,The Black Eyed Peas
7210,Obsessão,KLB
7211,Because Of You,Kelly Clarkson
7212,Memórias,itty
7213,Desenho De Deus (Ao Vivo),Armandinho
7214,London Bridge,Fergie
7215,Nosso Amor,RBD
7216,Sexyback,Justin Timberlake
7217,Deja Vu,Beyoncé & Jay-Z
7218,Vilarejo,Marisa Monte
7219,One Last Cry,Marina Elali 
7220,Vê Se Toma Juízo,Bruno & Marrone
7221,Se Quiser,Tânia Mara
7222,Amor Virtual,Sampa Crew
7223,Fique Em Silêncio,RBD
7224,You'Re Beautiful,James Blunt
7225,Arrasta Uma Cadeira,Roberto Carlos featuring Chitãozinho & Xororó
7226,Diz Pro Meu Olhar,Zezé Di Camargo & Luciano
7227,Replay,Sandy & Junior
7228,Átomos,Zezé Di Camargo & Luciano
7229,Dani California,Red Hot Chili Peppers
7230,Promiscuous,elly Furtado featuring Timbaland
7231,Far Away,Nickelback
7232,"Quem Diria, Hein?",Daniel
7233,Por Te Amar Demais,Bruno & Marrone
7234,Meu Ébano,Alcione
7235,Por Mais Que Eu Tente,Marjorie Estiano
7236,Wake Me Up When September Ends,Green Day
7237,Sinhá Moça,Leonardo
7238,Abalou,Ivete Sangalo
7239,Hung Up,Madonna
7240,Ain'T No Other Man,Christina Aguilera
7241,Na Frente Do Reto,O Rappa
7242,Stupid Girls,ink
7243,O Sol,Jota Quest
7244,Seu Amor É Tudo Que Eu Quero,Guilherme & Santiago
7245,Buttons,The Pussycat Dolls featuring Snoop Dogg
7246,Check On It,Beyoncé featuring Slim Thug
7247,"Beijos, Blues E Poesias",K-Sis
7248,De Latinha Na Mão,Leonardo & Zeca Pagodinho
7249,Eu Não Sei Dizer Que Eu Não Te Amo,dson & Hudson featuring Kenny Rogers
7250,Pescador De Ilusões (Acústico),Rappa
7251,Palavras De Um Futuro Bom,Jota Quest
7252,Pra Ser Sincero,arisa Monte
7253,Foi,Zezé Di Camargo & Luciano
7254,Uma Canção É Para Isso,Skank
7255,Abcde,Guilherme & Santiago
7256,Call Me When You'Re Sober,Evanescence
7257,Totalmente Demais,Perlla
7258,Crazy,Gnarls Barkley
7259, Amor De Ping-Pong,Bruno & Marrone
7260,Não Reclame Mais,Detonautas
7261,Codinome Beija-Flor (Ao Vivo),Barão Vermelho & Cazuza
7262,Senhor Do Tempo,Charlie Brown Jr.
7263,Se Ainda Existe Amor,Leonardo
7264,O Bonde Do Dom,Marisa Monte
7265,Temperature,Sean Paul
7266,A Galera,Ivete Sangalo
7267,Upside Down,Jack Johnson
7268,Bola De Sabão,anda Babado Novo
7269," É Amor, É Paixão",Chitãozinho & Xororó
7270,High,James Blunt
7271,Quem Já Perdeu Um Sonho Aqui?,Hateen
7272,So Sick,Ne-Yo
7273,Sorry,Madonna
7274,Deixo A Voz Me Levar (What'S Left Of Me),Leandro
7275,Sou Dela,Nando Reis & Os Infernais
7276,Eu Sei,Papas da Língua
7277,O Jogo,Marjorie Estiano
7278,Ela Vai Voltar,Charlie Brown Jr.
7279,Ódio,Luxúria
7280,Apostas E Certezas,CPM 22
7281,Sem Resposta,uka
7282,O Inferno São Os Outros,Titãs
7283,Lose Control,Missy Elliott featuring Ciara & Fat Man Scoop
7284,Gueto,Marcelo D2
7285,Faço Tudo Por Você,Banda Calypso
7286,Tempo Perdido,Zezé Di Camargo & Luciano
7287,Quando Acaba Uma Paixão,Daniel
7288,Mexe Seu Corpo,Cabal & Lailah Moreno
7289,Por Um Gole A Mais,Bruno & Marrone
7290,Wake Up,Hilary Duff
7291,Quero Só Você,AfroReggae
7292,Breakaway,Kelly Clarkson
7293,Déjà Vu,Pitty
7294,Imperecível,Luxúria
7295,Tell Me Baby,Red Hot Chili Peppers
7296,Salva-Me ,RBD
7297,A Verdadeira Paixão,Grupo Revelação
7298,Anúncio De Refrigerante,Capital Inicial
7299,Believe Me,Fort Minor
7300,Big Girls Don'T Cry,Fergie
7301,Natiruts Reggae Power,Natiruts
7302,Boa Sorte / Good Luck,Vanessa da Mata featuring Ben Harper
7303,Beautiful Girls,Sean KIngston
7304,Eu Sei,Papas da Língua
7305,Last Night,ddy featuring Keyshia Cole
7306,Razões E Emoções,NX Zero
7307,Irreplaceable,Beyoncé
7308,Umbrella,Rihanna featuring Jay-Z
7309,Depois Do Amor,Perlla & Belo
7310,Deixo (Ao Vivo),ete Sangalo
7311,Beautiful Liar,Beyoncé & Shakira
7312,I Wanna Love You,kon featuring Snoop Dogg
7313,Se Quiser,Tânia Mara
7314,Give It To Me,Timbaland featuring Nelly Furtado & Justin Timberlake
7315,My Love,Justin Timberlake featuring T.I.
7316,Pra Não Morrer De Amor (Acústico),Bruno & Marrone
7317,Leilão,César Menotti & Fabiano
7318,Don'T Matter,Akon
7319,Smack That,Akon featuring Eminem
7320,Girlfriend,Avril Lavigne
7321,Aqui,Capital Inicial
7322,Berimbau Metalizado,Ivete Sangalo
7323,Hips Don'T Lie,Shakira featuring Wyclef Jean
7324,Too Little Too Late,JoJo
7325,Say It Right,Nelly Furtado
7326,Buttons,The Pussycat Dolls featuring Snoop Dogg
7327,Fergalicious,Fergie
7328,London Bridge,Fergie
7329,One Last Cry,Marina Elali
7330,Makes Me Wonder,aroon5
7331,Insolação No Coração,Babado Novo
7332,"Sorry, Blame It On Me",Akon
7333,Não Posso Ter Medo De Amar (Ao Vivo),Bruno & Marrone
7334,Rosas,Ana Carolina
7335,Pontes Indestrutíveis,Charlie Brown Jr.
7336,Idas E Voltas,Leonardo
7337,Completo,Ivete Sangalo
7338,Say Ok,Vanessa Hudgens
7339,Deja Vu,Beyoncé & Jay-Z
7340,Gimme More,Britney Spears
7341,What Goes Around... Comes Around,Justin Timberlake
7342,Over My Head (Cable Car),he Fray
7343,Open Your Eyes,Snow Patrol
7344,Diz Pro Meu Olhar,Zezé Di Camargo & Luciano
7345,Amor De Ping-Pong (Ao Vivo),Bruno & Marrone com Edson & Hudson
7346,What I'Ve Done,Linkin Park
7347,1973,James Blunt
7348,Wall To Wall,Chris Brown
7349,Tu Amor,BD
7350,Para Tu Amor,uanes
7351,Pulsos,Pitty
7352,Meu Amor Se Mudou Pra Lua,aula Toller
7353,Tá Perdoado,Maria Rita
7354,Louca,Wanessa Camrgo
7355,Say Goodbye,Chris Brown
7356,Senhor Do Tempo, Charlie Brown Jr.
7357,Gimme That,Chris Brown featuring Lil Wayne
7358,Caso Por Acaso,César Menotti & Fabiano
7359,Lua Cheia / Fica Doida,Papas da Língua
7360,Espirais,Marjorie Estiano
7361,Mil Acasos,Skank
7362,Fada,Victor & Léo
7363,"This Ain'T A Scene, It'S An Arms Race",Fall Out Boys
7364,Olha Eu Aí (Ao Vivo),Zezé Di Camargo & Luciano
7365,Culpada (Mas Mala Que Tu),Wanessa Camargo
7366,Pela Última Vez,NX Zero
7367,Futuro Prometido,Sorriso Maroto
7368,Do It Well,ennifer Lopez
7369,Quando Acaba Uma Paixão,Daniel
7370,Call Me When You'Re Sober,Evanescence
7371,Be Good To Me,Ashley Tisdale
7372,Livre Para Voar (Ao Vivo),Exaltasamba
7373,Amor Absoluto,niel
7374,Tropa De Elite,Tihuana
7375,Na Sua Estante,Pitty
7376,Because Of You,Ne-Yo
